tweetID	label	tweetText
1253786289272479744	True	#ترمب يسأل عن استخدام المطهرات لحقن مصابي #كورونا.. شاهد ردة فعل عضوة فريق الرئيس الخاص بفيروس كورونا الدكتورة ديبرا بريكس على سؤال الرئيس ترمب أثناء مؤتمره الصحفي https://t.co/DSdTI7gall
1253789255136051201	True	#ترمب يسأل عن استخدام المطهرات لحقن مصابي #كورونا.. شاهد ردة فعل عضوة فريق الرئيس الخاص بفيروس كورونا الدكتورة ديبرا بريكس على سؤال الرئيس ترمب أثناء مؤتمره الصحفي!! https://t.co/JbOPRgRzye
1253609452135231490	Other	"لا أعلم كيف لأعظم دولة على الأرض وأكثرها تقدماً وتطوراً أن يرأسهم ترمب الذي اقترح ""حقن أجسام مرضى كورونا بالمطهرات""، فوالله هذا عيب على الشعب الأمريكي أن يقدم رئيسهم مثل هذا الإقتراح الساذج #ترمب #فيروس_كورونا"
1253609481780559872	Other	"@BBCArabic لا أعلم كيف لأعظم دولة على الأرض وأكثرها تقدماً وتطوراً أن يرأسهم ترمب الذي اقترح ""حقن أجسام مرضى كورونا بالمطهرات""، فوالله هذا عيب على الشعب الأمريكي أن يقدم رئيسهم مثل هذا الإقتراح الساذج #ترمب #فيروس_كورونا"
1253822108351815683	Other	"شركة ""ديتول"" تحذر من اقتراح ترمب بحقن مرضى كورونا بالمطهرات  https://t.co/847MBsHSO2"
1253822876135968768	Other	"""شركة ""ديتول"" تحذر من اقتراح ترمب بحقن مرضى كورونا بالمطهرات""  https://t.co/SQEmDguQjf"
1253827181387669505	Other	"شركة ""ديتول"" تحذر من اقتراح ترمب بحقن مرضى كورونا بالمطهرات
.
.
.
 https://t.co/lO8rPwd9g6"
1253484414174220290	True	"🎬 فيديو

ترمب خلال المؤتمر الصحفي يسأل عن إمكانية حقن أجسام المصابين بعدوى #فيروس_كورونا بالمعقمات لتطهير الجسم من الفيروس ! 

و الأطباء يحذرون المواطنين من شرب أو حقن الجسم بأي مطهرات بعد حديث الرئيس الأمريكي ! 

 https://t.co/3lnZ2lmyzo"
1253597649997107201	True	"#ترمب يقول بانه قد يحصل تحسن لدى ""حقن"" مريض #كورونا بالمنظفات او المعقمات.
لاحظوا تعابير وجه مستشارته العلمية.!!
أرجو ألا يقدم من استمع له من الشعب الامريكي على خطوة كهذه.
مصيبة هذا الترمب.!!
#فيروس_كورونا https://t.co/lCF2qGwXA3"
1253694048436654081	True	"الرئيس ترمب مساء أمس خلال المؤتمر الصحفي اليومي الذي يتابعه الملايين تساءل علنا ما إذا كان بالإمكان معالجة #فيروس_كورونا بحقن المريض بمعقمات لتنظيف الرئتين؟ 
كما اقترح دون دليل بأن الفيروس يموت بسرعة تحت أشعة الشمس وإمكانية جلب أشعة قوية حتى فوق البنفسجية داخل الجسم."
1253713912647876610	True	#كورونيات #ترمب يثير جدلاً كبيراً ؛ إمكانية القضاء على #فيروس_كورونا في دقيقة واحدة..! بتعريض المصاب لأشعة قوية...كالفوق بنفسجية..أو بحقنه بالمطهرات والمعقمات..!! و #منظمة_الصحة_العالمية العالمية..ترد..تنفي..وتحذر ..! #ساعه_استجابه #يوم_الجمعة #شهر_رمضان_المبارك #نطلب_ولي_العهد
1253751314628009985	Other	"#أمريكا تحكم العالم ويحكمها #ترمب أحمق زعيم في العالم
قال أن دواء هيدروكلوريكين هو الدواء السحري والأطباء يحذرون منه
عدد الوفيات أكثر من 50 ألف بسبب تباطأه في اتهاذ اجراءات مبكرة
البارحة يقول إذا حقن الإنسان نفسه بمعقمات قد يستفيد الجسم !!!
تصور تحقن نفسك بديتول !!

#فيروس_كورونا"
1253765062407446529	Other	"#ترمب يدعي الان انه كان يمزح ليستفز الصحافيين عندما اقترح اخذ المعقمات بالإبرة لعلاج فيروس #كورونا الفيديو قبل وبعد 😂 فعلا إنسان مريض ومن يعتقد انه ذكي فهو احمق ""برخصة""! https://t.co/lH7lfjs1Uu"
1253819245143752704	Other	ولاية ميريلاند الأمريكية أكثر من 100 اتصال بخط الطوارئ الساخن للسؤال عن كيفية استعمال المعقمات لعلاج كورونا عن طريق الحقن أو الشرب بعد خطاب ترمب😄 https://t.co/7lMWNhIoUC
