tweetID	label	tweetText
1235604680576729090	True	"إغلاق #الحرمين_الشريفين بعد انتهاء
#صلاة_العشاء بساعة وإعادة فتحهما قبل #صلاة_الفجر بساعة
 https://t.co/yicIBTNa3O
#الوقايه_من_كورونا
#فيروس_كورونا_المستجدّ https://t.co/1dzoLUV6Hr"
1235604942641119234	True	"إغلاق #الحرمين_الشريفين بعد انتهاء
#صلاة_العشاء بساعة وإعادة فتحهما قبل #صلاة_الفجر بساعة
 https://t.co/ZUqW1ftBsL
#الوقايه_من_كورونا
#فيروس_كورونا_المستجدّ 
@alkhaleeg https://t.co/hx3fqDNDJJ"
1239679005479108608	True	"ماذا يحدث في الحرم المكي الشريف

 وقت إغلاقه 
بعد صلاة العشاء 
وحتى صلاة الفجر ؟
@ReasahAlharmain
#شؤون_الحرمين 
#كورونا_السعوديه
#كورونا
#الساحات_العربيه https://t.co/THjfpqqBSi"
1235595259419267073	True	"🔴بدأ من الغد .. 

 إغلاق #الحرمين_الشريفين بعد انتهاء صلاة العشاء بساعة وإعادة فتحهما قبل صلاة الفجر بساعة لمنع انتشار عدوى #فيروس_كورونا_المستجدّ https://t.co/PfS24IxViY"
1235595368307372032	True	"السعودية: إغلاق الحرمين بعد صلاة العشاء وإعادة فتحهما قبل صلاة الفجر احترازيا من كورونا.
#الإمارات_اليوم https://t.co/YNfxIRpgsF"
1235595809833566208	True	"▫️#صحيفة_خليص 
.
🔵 #عاجل.. إغلاق الحرمين الشريفين بعد انتهاء صلاة العشاء بساعة وإعادة فتحهما قبل صلاة الفجر بساعة لمنع انتشار العدوى.

.
#خليص #فيروس_كورونا_المستجدّ https://t.co/RMiDArIq6X"
1235596030848221184	True	"السعودية: إغلاق الحرمين بعد صلاة العشاء وإعادة فتحهما قبل صلاة الفجر احترازيا من كورونا
#عميد_الإمارات https://t.co/Ie8VpHYAlz"
1235598740989280257	True	"مصدر مسؤول: إغلاق الحرمين الشريفين بعد انتهاء صلاة العشاء بساعة، وإعادة فتحهما قبل صلاة الفجر بساعة لمنع انتشار العدوى ب #فيروس_كورونا_المستجدّ 
#منظر_الحرم https://t.co/sZIZfmxfb7"
1235599256389652491	True	"#السعودية | إغلاق الحرمين بعد صلاة العشاء وإعادة فتحهما قبل صلاة الفجر احترازيا من #كورونا

#الكويت
#كورونا_الكويت
#كورونا_في_الكويت https://t.co/0NOL2Yxjxj"
1235601467211427840	True	"رئاسة شؤون المسجد الحرام والمسجد النبوي: إغلاق الحرمين الشريفين بعد انتهاء صلاة العشاء بساعة و إعادة فتحهما قبل صلاة الفجر بساعة لمنع انتشار العدوى

- إغلاق صحن المطاف حول #الكعبة و المسعى طوال فترة تعليق العمرة و ستكون الصلاة داخل المسجد فقط 

#مسكان #الكويت
#الحرم_المكي #كورونا https://t.co/xpRr379CC3"
1235603021964419072	True	"إغلاق الحرمين الشريفين بعد انتهاء صلاة العشاء بساعة وإعادة فتحهما قبل صلاة الفجر بساعة لمنع انتشار العدوى لـ #فيروس_كورونا_المستجدّ .
جريدة #وجهات 
#السعودية #كورونا #الحرمين_الشريفين https://t.co/ltXbo0ATnM"
1235616610003673090	True	"مصدر مسؤول في الرئاسة العامة لشؤون المسجد الحرام والمسجد النبوي إغلاق الحرمين الشريفين بعد انتهاء صلاة العشاء بساعة وإعادة فتحهما قبل صلاة الفجر بساعة لمنع انتشار العدوى
#فيروس_كورونا_المستجد"
1235623502385786881	True	"تابع أخبار الكورونا:
السعودية: إغلاق الحرمين بعد صلاة العشاء وإعادة فتحهما قبل صلاة الفجر احترازيا من كورونا
https://t.co/T90KsBkQql

السعودية تعلن تسجيل 3 حالات جديدة للإصابة بفيروسكورونا أحدهما قادم من الكويت
https://t.co/EClMBNybw3"
1235639783713419264	True	"#عاجل...
إغلاق الحرمين من العشاء للفجر لمواجهة كورونا
  https://t.co/BjtmqXpvYR

#الصحة #الصحة_العالمية
#كورونا #فيروس_كورونا
#فيروس_كورونا_المستجد
#صحيفة_فجر"
1235641072329674753	True	"🔴🔴 || المتحدث الرسمي للرئاسة:
إغلاق #الحرمين_الشريفين بعد انتهاء صلاة العشاء بساعة وإعادة فتحهما قبل صلاة الفجر بساعة لمنع انتشار  العدوى

#رئاسة_شؤون_الحرمين
#كورونا #فيروس_كورونا
#فيروس_كورونا_المستجدّ
#كورونا_الجديد https://t.co/fS4U0Z12ou"
1235654888014655488	Other	"#الحرم_المكي
ضمن الإجراءات الاحترازية للوقاية من فيروس #كورونا. إغلاق صحن المطاف والمسعى في الحرم المكي.
#السعودية كانت قررت إغلاق الحرمين بعد صلاة العشاء وإعادة فتحهما قبل صلاة الفجر احترازيا من #كورونا"
1235661213339652097	Other	"#كورونا.. #السعودية تغلق الحرمين الشريفين بين العشاء والفجر
مصدر مسؤول في الرئاسة العامة لشؤون المسجد الحرام والمسجد النبوي: إغلاق صحن المطاف حول الكعبة والمسعى بين الصفا والمروة طوال فترة تعليق العمرة وستكون الصلاة داخل المسجد فقط
 https://t.co/xU238fTBaE https://t.co/rrBNeOXWvD"
1235678619894247426	True	"#السعودية
الشيخ د.عبدالرحمن السديس
إغلاق الحرمين الشريفين بعد انتهاء #صلاة_العشاء بساعة وإعادة فتحهما قبل #صلاة_الفجر بساعة لمنع انتشار العدوى.
وأخبر رسول الله ﷺ: أنه (إذا كان الوباء في بلد فلا يُدخل إليها وإذا كان أهلها مصابين فلا يخرجوا منها.
#كورونا 
 https://t.co/LdhePf7G1j"
1235683366785216512	Other	رئاسة الحرمين تقرر إغلاق #المسجد_الحرام و #المسجد_النبوي بعد صلاة العشاء بساعة إلى قبل الفجر بساعة ، وإخلاء صحن الطواف والسعي بين الصفا والمروة كإجراء احترازي ضد الوباء #كورونا.
1235694141620850691	True	"#السعودية: إغلاق #الحرمين_الشريفين من العشاء للفجر لمواجهة «كورونا»
 https://t.co/ghtESaIvhh
#فيروس_كورونا https://t.co/drB8A4JgOz"
1235704366260195329	Other	"ولأنها #السعودية_العظمى جاء القرار السيادي المسؤول بتعليق العمرة وإغلاق الحرمين الشريفين بعد صلاة العشاء. 
حرصاً على الأمة، وحمايةً للعالم من خطر انتشار وانتقال #كورونا
فاللهم ادفع عنّا الوباء
واجعل هذا البلد آمنا 🇸🇦 https://t.co/8MQu1l3LsS"
1236076513918926858	True	"من جهة أخرى، أوضح السديس أن قرار إغلاق الحرمين الشريفين بعد انتهاء صلاة العشاء بساعة وإعادة فتحهما قبل صلاة الفجر بساعة يأتي استكمالاً للإجراءات الاحترازية والتدابير الوقائية التي تقوم بها المملكة لمنع انتشار فيروس #كورونا المستجد

#مكة  
#منظر_الحرم https://t.co/P2sKdqgxLk"
1235669945754587136	Other	"#الحرمين_الشريفين
#كورونا
قرار شجاع وموفق بأيقاف تأشيرا العمره وعمرة المواطنين والمقيمين داخل المملكه 
واغلاق ابواب الحرم بعدصلاة العشاء 
فمن مقاصد الشريعه حفظ الانفس البشريه 
اسأل الله ان يحفظ بلادنا من كل وباء وآفه وبلاد المسلمين وان يعز ويحفظ ولاة امرنا ويسددهم"
