tweetID	label	tweetText
1234478784407052288	False	"شركة ألبان المراعي السعودية  بعد تقارير عن وجود إصابات بفيروس كورونا المستجد جرى التعتيم عليها .
#قاطعوا_المنتوجات_السعودية"
1234499781529042945	False	"😱😱😱
شركة ألبان المراعي السعودية  بعد تقارير عن وجود إصابات بفيروس كورونا المستجد جرى التعتيم عليها .
#قاطعوا_المنتوجات_السعودية
#قاطعوا_المنتوجات_السعودية"
1234543584948428803	False	"شركة ألبان المراعي السعودية  بعد تقارير عن وجود إصابات بفيروس كورونا المستجد جرى التعتيم عليها .
#قاطعوا_المنتوجات_السعودية"
1234546256799830016	False	"شركة ألبان المراعي السعودية  بعد تقارير عن وجود إصابات بفيروس كورونا المستجد جرى التعتيم عليها .
#قاطعوا_المنتوجات_السعودية"
1234559566203019273	False	"شركة ألبان المراعي السعودية  بعد تقارير عن وجود إصابات بفيروس كورونا المستجد جرى التعتيم عليها .
#قاطعوا_المنتوجات_السعودية"
1234573265164783616	False	"@amjadt25 شركة ألبان المراعي السعودية  بعد تقارير عن وجود إصابات بفيروس كورونا المستجد جرى التعتيم عليها .
#قاطعوا_المنتوجات_السعودية"
1234573356340477952	False	"@mmalsultan2030 شركة ألبان المراعي السعودية  بعد تقارير عن وجود إصابات بفيروس كورونا المستجد جرى التعتيم عليها .
#قاطعوا_المنتوجات_السعودية"
1234573457561673730	False	"@fdeet_alnssr شركة ألبان المراعي السعودية  بعد تقارير عن وجود إصابات بفيروس كورونا المستجد جرى التعتيم عليها .
#قاطعوا_المنتوجات_السعودية"
1234573523508748291	False	"@nooood483 شركة ألبان المراعي السعودية  بعد تقارير عن وجود إصابات بفيروس كورونا المستجد جرى التعتيم عليها .
#قاطعوا_المنتوجات_السعودية"
1234482233215504385	False	"قاطع الكويتيون شركة ألبان المراعي السعودية  بعد تقارير عن وجود إصابات بفيروس كورونا المستجد جرى التعتيم عليها .
وأعلنت عدة جمعيات تعاونية في الكويت، مقاطعتها لمنتجات شركة المراعي بعد رفض السلطات الكويتية منع ادخال منتجات الشركة السعودية
#قاطعوا_المنتوجات_السعودية
موازين نيوز"
