tweetID	label	tweetText
1245094461371187202	Other	"الصين: 1541 مصابا بالكورونا بدون أعراض
#كورونا https://t.co/66aKyikSOB"
1245094511262535680	Other	"الصين: 1541 مصابا بالكورونا بدون أعراض
#كورونا https://t.co/rX1wAJLNAI"
1245094575259205636	Other	"الصين: 1541 مصابا بالكورونا بدون أعراض
#كورونا https://t.co/JOtLfndQfn"
1245094621363015682	Other	"الصين: 1541 مصابا بالكورونا بدون أعراض
#كورونا https://t.co/ujA33nKlWc"
1234909343776198658	Other	"احصائيات فيروس كورونا في ايطاليا حتى 
مساء اليوم
160 حالات شفاء
79 وفيات
2263 إصابات،منهم 1000 في عزل منزلي بدون أعراض أو خفيفة، 1034 بالمشفى 
و 229 في العناية المركزة، 88% من الإصابات في الشمال الايطالي:لومبارديا،ايميليا رومانيا و فينيتو

(مؤتمر إدارة الحماية المدنية الايطالية) https://t.co/2pC9KQWBQq"
1234937736039190531	Other	"احصائيات فيروس كورونا في ايطاليا حتى 
مساء اليوم
160 حالات شفاء
79 وفيات
2263 إصابات،منهم 1000 في عزل منزلي بدون أعراض أو خفيفة، 1034 بالمشفى 
و 229 في العناية المركزة، 88% من الإصابات في الشمال الايطالي:لومبارديا،ايميليا رومانيا و فينيتو
(مؤتمر إدارة الحماية المدنية الايطالية)"
1232367279616204803	True	"ثلاث رسائل من سلسلة صغيرة خاصه بمرض فيروس كورونا:
1. قد يبقى المرضى المصابون ونقلهم بدون أعراض ، مما يجعل التتبع والاحتواء أكثر صعوبة.
2. فترات حضانة متغير طويل (تصل إلى 3 أسابيع +) موجودة.
3. نحن بحاجة إلى مزيد من البيانات.
# COVID1 https://t.co/NwlPCDUBWs"
1232369678024105990	True	"#فيروس_كورونا ثلاث رسائل من سلسلة صغيرة خاصه بمرض فيروس كورونا:
1. قد يبقى المرضى المصابون ونقلهم بدون أعراض ، مما يجعل التتبع والاحتواء أكثر صعوبة.
2. فترات حضانة متغير طويل (تصل إلى 3 أسابيع +) موجودة.
3. نحن بحاجة إلى مزيد من البيانات.
# COVID1 https://t.co/UlLNn4lLC9"
1242578721883766786	Other	"استشاري الامراض المعدية السعودي د.نزار باهبري : #كورونا ممكن أن يعيش في أجسامنا لمدة 14 يوم بدون أعراض
@DrNezarB

#كورونا
#كورونا_الجديد
#الكويت https://t.co/w1UJcnVjwm"
1242578849533222912	Other	"استشاري الامراض المعدية السعودي د.نزار باهبري : #كورونا ممكن أن يعيش في أجسامنا لمدة 14 يوم بدون أعراض
@DrNezarB

#كورونا
#كورونا_الجديد
#الكويت https://t.co/lwLvJvBeqH"
1250492420476809216	Other	"١٦٪ من البشر يمر عليهم الفيروس ويصابون به بدون أن تظهر عليهم أي أعراض .. !
..
أولئك هم الناقل الرئيسي لـ #كوفيد١٩ ، هذا معناه أن الامر ليس ببساطة أن ترى شخصاً يسعل أو يعطس فتبتعد !
..
الذي ينقل العدوى عادةً هو شخص بلا أعراض .
..
كيف أعرف المصاب ؟
لاتعرفه .. #خلك_في_البيت"
1250495217742024704	Other	"١٦٪ من البشر يمر عليهم الفيروس ويصابون به بدون أن تظهر عليهم أي أعراض .. !
..
أولئك هم الناقل الرئيسي لـ #كوفيد١٩ ، هذا معناه أن الامر ليس ببساطة أن ترى شخصاً يسعل أو يعطس فتبتعد !
..
الذي ينقل العدوى عادةً هو شخص بلا أعراض .
..
كيف أعرف المصاب ؟
لاتعرفه .. #خلك_في_البيت"
1250495221491785730	Other	"١٦٪ من البشر يمر عليهم الفيروس ويصابون به بدون أن تظهر عليهم أي أعراض .. !
..
أولئك هم الناقل الرئيسي لـ #كوفيد١٩ ، هذا معناه أن الامر ليس ببساطة أن ترى شخصاً يسعل أو يعطس فتبتعد !
..
الذي ينقل العدوى عادةً هو شخص بلا أعراض .
..
كيف أعرف المصاب ؟
لاتعرفه .. #خلك_في_البيت"
1221725224380641280	Other	أعراض فيروس كورونا الجديد تشمل الحمى والسعال بشكل أساسي، كما يعاني بعض المرضى من صعوبة التنفس، لكن منظمة الصحة العالمية تتحقق من إمكانية وجود حالات بدون أعراض أو أعراض معتدلة غير مكتشفة.
1221866895042908162	Other	"شرايكم!
هل تعتقد بأن فيروس كورونا تم إنتاجه عمدا في الصين كنوع من الأسلحة البيولوجية في أحد المختبرات الطبية وقد إنتقل للبشر بالخطأ!

فيروس كورونا الجديد أدى إلى هذه اللحظه إلى وفاة ٨٢ شخص كلهم في الصين!

الغريب في هذا الفيروس بأنه ينتقل بين الأشخاص حتى بدون وجود أية أعراض!"
