tweetID	label	tweetText
1241087869504098305	False	"في براءة الاختراع مذكور انه تم التحكم بالفيروس وهذا يعني ان اللقاح له موجود  وصاحب البراءة هي فرنسا...منتظرين ضحايا اكبر ليبيعوا اللقاحات بالمليارات
#كورونا_فيروس"
1241136385114935297	False	"هاااام جدا
في عالم فرنسي.. نزله فيديو 15 دقيقة
اثبت فعلا ان المتورط في انتشار الفيروس #كورونا هي #فرنسا #الصين
بالاتفاق علي تدشين معمل من فئة p4 التي تشمل اعلي المعامل خطورة في العالم.. و كانت التجارب في 2017 علي #الخفافيش
و ان هناك براءة #اختراع منذ عام 2003 للفيروس #Covid_19"
1241136387086331904	False	"و الاختراع موجودة بالفعل منذ 2003م علي الانترانت و مسجل باسم معهد في #فرنسا اسمه #معهد_باستور
#Institut_Pasteur
#Covid_19 #حظر_تجول_اجباري_ينقذنا #حظر_التجول #كورونا #إيطاليا #فيروس_كورونا_المستجدّ #coronavirus"
1242157291597705216	False	"@Semiramissemi للعلم تم الحذف من يوتيوب!!
فريق بحثي علمي فرنسي يفضح بالأدلة مخترع #فيروس_كورونا
بأنه ظهر في فيتنام عام 2003
وتم تطويره ويوجد فيه براءة اختراع اوربية مترجمة لثلاثة لغات
الفرنسية الالمانية الانجليزية
وأن اللقاح موجود بفرنسا
https://t.co/9b3WSyRZFI https://t.co/HQ8mA8J6Ia"
1243298582360457217	False	مع انتصاف أزمة الكورونا وصلني فيديو عن عالم فرنسي يثبت بالدليل و الوثائق إن فيروس #كورونا هو انتاج فرنسا و موجودة براءة الاختراع بالانترنت من سنة ٢٠٠٣ و حاط الموقع بالڤيديو و فعلاً موجودة!! و هو أكد إن اللقاح راح تنتجه #فرنسا .. وذكر اسم المعهد.. اللعبة حيل تخرع!!
1240653856717094912	False	"مخترعو فيروس كورونا حسب وثيقة براءة الاختراع الاروبية

أعضاء في مركز الأبحاث باستور و بالصور

1-VAN DER WERF, Sylvie
https://t.co/JFD59HYE7J

2-Nicolas Escriou
https://t.co/JFD59HYE7J

#JeResteChezMoi  #RESTEZCHEZVOUS #COVID19dz  #الكورونا #كورونا_فيروس"
1240771563496095749	True	"المقطع الذي انتشر لشخص فرنسي يدعى أن معهد باستير اخترع فيروس كورونا عام 2003 مقطع فيه مغالطات،

براءة الاختراع التي تحمل رقم EP1694829-B1  تعود لمعهد باستور الفرنسي، لكن تم تفسيرها بشكل خاطئ.
وهي براءة اختراع لقاح لفيروس SARS-cov1
#كورونا
#CoronaVirusUpdate 
#COVID19 https://t.co/j3Gvd76Uzt"
1241015857872060416	True	"فيديو لشخصٍ يزعم أنّ فيروس #كورونا_الجديد صنيعة معهد باستور 
 
❌الادعاء خطأ ❌

فالشهادة المعروضة في الفيديو ليست ""براءة اختراع""  بل ""براءة اكتشاف"" للرمز الجينيّ (Genetic Code)⚠️

وهي لا تتعلّق أصلاً بفيروس #كورونا المستجدّ بل تعود لفيروس سارس ⬇️
https://t.co/SzGkTdQERr"
1241140758234771456	False	"@Azzou_Delta_2 @uwsdz صاحب المقطع يقول أن معهد باستور هو من اخترع فيروس كورونا و لديه براءة اختراع سنة 2003 و هناك ملف براءة الإختراع للتحميل، يقول أيضا أن معهد باستور يمتلك اللقاح و ينتظر انتشار الفيروس عالميا ليبع اللقاح.
صورة الصفحة الأولى من الملف مرفقة فيها حتى أسماء المخترعين https://t.co/pbal84cx3b"
1242573155585138694	False	@MAP_Information ويبقى #معهد_باستور المتهم الرئيسي باختراع ونشر فيروس #كورونا في #الصين وفي العالم مع توفره على العلاج المناسب والذي سيظهره في وقت لاحق.
1240695017577918464	False	"انتشر مقطع فيديو على ""فيسبوك"" ظهر فيه مواطن فرنسي يتحدث عن #فيروس_كورونا المواطن بترجمة معطيات طرحها عالم فرنسي تثبت أن الفيروس مسجّل في مخابر باستور الفرنسي [institut pasteur] مضيفا انه تمت تجربة الفيروس ولقاحه على الحيوانات منذ 2004 ويعدها استنفرت فرنسا واوربا لنفي ذلك وحذف https://t.co/a9pNFaK9wA"
1240779439501455362	False	"عاجل ،،
وصلني فيديو عالماسنجر من فرنسا لطبيب فرنسي يكشف بالوثائق والأدلة ان من صنٌع فايروس كورونا هو معهد باستور الفرنسي داخل مختبرات يوهان الصينية ،،،
واللي ايحب ابعثه الفيديو أنا حاضر ،،،"
1240765614920171522	False	"فرنسا بمساعدة الصين هم اخترعوا الفايروس الذي يحمل سلالتين كورونا والسارس !!!! هذا ماقاله البرفسور الفرنسي بالادله وتم مسح الفيديو من اليوتوب بعد ان سرب كيف صنعت #فيروس_كورونا  بحقنها خفاش للتجربه وان اللقاح للعلاج موجود ولماذا لم يخبرون الناس قبل ان ينتشر
https://t.co/YwHYgCjGok"
1240777550995087362	False	"https://t.co/0VbaxsGPal
# كورونا
فريق فرنسي يكشف حقيقه #كورونا_الجديد"
1240782645660987395	False	"#مهم
سلسلة مقاطع قام بنشرها فريق بحثي فرنسي مكون من٥ اشخاص لكشف حقيقة فيروس #كورونا
بالوثائق والادله
ستجدون الاجابه على كل التساؤلات
ماهو كورونا؟
كيف تمت صناعته جينيا؟
من وراء صناعته؟
والاجابه عن السؤال المهم
الهدف من صناعته؟
انهم يستبيحون ارواح البشر من اجل المال
مقاطع صادمه👇
١ https://t.co/1Tum33fD21"
1245835481197109248	Other	شهاده اخرى من خبير فيروسات روسي يؤكد حقيقة #فيروس_كورونا وكشف ملابساته حيث يوافق ويعزز ماذهب اليه الفريق البحثي الفرنسي من ان الوباء جرى اختراعه في مختبرات فرنسيه في الصين وان خفاش جرى التعديل عليه جينيا تم تسريبه الى مدينة #ووهان وان السبب الكامن من وراء ذلك هو جني المال! https://t.co/kKr3qBMK8q
